analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	trait_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	gene_id	gene_name	trait_chr	trait_bp	n	tissue	context	mhc	target_resolution_method	n_target_rows
77	GCST90240196	GCST90240196	Adhesion G protein-coupled receptor F5 levels (ADGRF5.6409.57.3)	adhesion G protein-coupled receptor F5 measurement	http://www.ebi.ac.uk/efo/EFO_0801346	http://www.ebi.ac.uk/efo/EFO_0801346	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADGRF5_GCST90240196.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240196/harmonised/GCST90240196.h.tsv.gz		ADGRF5_GCST90240196.filtered.tsv.gz	83e3b6a239840a6316dac58ab6dfd0af7fd9c4f012195adec7ce7ddfe2e7816c	sha256	427408	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000069122	ADGRF5	6	46852310	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
78	GCST90240197	GCST90240197	Adhesion G-protein coupled receptor F1 levels (ADGRF1.11243.90.3)	adhesion G-protein coupled receptor F1 measurement	http://www.ebi.ac.uk/efo/EFO_0801347	http://www.ebi.ac.uk/efo/EFO_0801347	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADGRF1_GCST90240197.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240197/harmonised/GCST90240197.h.tsv.gz		ADGRF1_GCST90240197.filtered.tsv.gz	74575a91d741153e1a915073d5c06f12d9e616a11b6e7d7401ece390faca0dd7	sha256	353622	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000153292	ADGRF1	6	46997708	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
79	GCST90240198	GCST90240198	Adhesion G-protein coupled receptor G5 levels (ADGRG5.4551.72.3)	adhesion G-protein coupled receptor G5 measurement	http://www.ebi.ac.uk/efo/EFO_0021980	http://www.ebi.ac.uk/efo/EFO_0021980	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADGRG5_GCST90240198.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240198/harmonised/GCST90240198.h.tsv.gz		ADGRG5_GCST90240198.filtered.tsv.gz	9ad305b6b69049a72844fac3964e6be0b8b3a94740efb612cdeb20768c413a77	sha256	147826	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000159618	ADGRG5	16	57528585	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
80	GCST90240199	GCST90240199	Adipocyte plasma membrane-associated protein levels (APMAP.10605.22.3)	adipocyte plasma membrane-associated protein measurement	http://www.ebi.ac.uk/efo/EFO_0801348	http://www.ebi.ac.uk/efo/EFO_0801348	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/APMAP_GCST90240199.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240199/harmonised/GCST90240199.h.tsv.gz		APMAP_GCST90240199.filtered.tsv.gz	07c7319f22110ee3a754a0f9704108167b390ca592e26d0294937d3cf31caadc	sha256	239058	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000101474	APMAP	20	24962924	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
81	GCST90240200	GCST90240200	ADP-dependent glucokinase levels (ADPGK.6221.1.3)	ADP-dependent glucokinase measurement	http://www.ebi.ac.uk/efo/EFO_0802258	http://www.ebi.ac.uk/efo/EFO_0802258	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADPGK_GCST90240200.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240200/harmonised/GCST90240200.h.tsv.gz		ADPGK_GCST90240200.filtered.tsv.gz	dc30ae262fe0889febe8e7ce07cc7f28c2eea723d88d9a2855aa39383238d269	sha256	90014	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000159322	ADPGK	15	72735951	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
82	GCST90240201	GCST90240201	ADP-ribose pyrophosphatase, mitochondrial levels (NUDT9.9482.110.3)	ADP-ribose pyrophosphatase, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0801349	http://www.ebi.ac.uk/efo/EFO_0801349	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/NUDT9_GCST90240201.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240201/harmonised/GCST90240201.h.tsv.gz		NUDT9_GCST90240201.filtered.tsv.gz	4a5ad64b5350c828736d5ed85611d296a8fa4456b5c7c6583e08e23bc8d59090	sha256	419662	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000170502	NUDT9	4	87422573	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
83	GCST90240202	GCST90240202	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 levels (CD38.11505.1.3)	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0021923	http://www.ebi.ac.uk/efo/EFO_0021923	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/CD38_GCST90240202.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240202/harmonised/GCST90240202.h.tsv.gz		CD38_GCST90240202.filtered.tsv.gz	77434c1f4225fab288ef4818f1354c60e6370975676efcd8c21fbf81322105d1	sha256	133013	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000004468	CD38	4	15778275	3301	plasma	SomaScan	FALSE	somascan_db_gene_name	2
84	GCST90240203	GCST90240203	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 levels (CD38.11513.92.3)	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0021923	http://www.ebi.ac.uk/efo/EFO_0021923	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/CD38_GCST90240203.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240203/harmonised/GCST90240203.h.tsv.gz		CD38_GCST90240203.filtered.tsv.gz	00ab992fdae39f1aa47c7a61bc33213532d44af169b198b676096f875f261d5e	sha256	485091	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000004468	CD38	4	15778275	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
85	GCST90240204	GCST90240204	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 levels (BST1.4535.50.2)	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 measurement	http://www.ebi.ac.uk/efo/EFO_0008014	http://www.ebi.ac.uk/efo/EFO_0008014	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/BST1_GCST90240204.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240204/harmonised/GCST90240204.h.tsv.gz		BST1_GCST90240204.filtered.tsv.gz	d154ca249ba8dba45b467d0f4c3698af1273db40880de92c218c6e2b6fd35a09	sha256	286316	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000109743	BST1	4	15702993	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
86	GCST90240205	GCST90240205	ADP-ribosylation factor 3 levels (ARF3.12578.13.3)	ADP-ribosylation factor 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802259	http://www.ebi.ac.uk/efo/EFO_0802259	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARF3_GCST90240205.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240205/harmonised/GCST90240205.h.tsv.gz		ARF3_GCST90240205.filtered.tsv.gz	cf3f85b09197c4a153a5f0b7e7c027debef5e9d6fb7729fa71616271935821f4	sha256	259972	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000134287	ARF3	12	48903141	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
87	GCST90240206	GCST90240206	ADP-ribosylation factor 6 levels (ARF6.12425.104.3)	ADP-ribosylation factor 6 measurement	http://www.ebi.ac.uk/efo/EFO_0801350	http://www.ebi.ac.uk/efo/EFO_0801350	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARF6_GCST90240206.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240206/harmonised/GCST90240206.h.tsv.gz		ARF6_GCST90240206.filtered.tsv.gz	a8ccc0b4f18908073d32c042759ac25440d359924feb7179192082333228976c	sha256	426876	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000165527	ARF6	14	49892608	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
88	GCST90240207	GCST90240207	ADP-ribosylation factor GTPase-activating protein 2 levels (ARFGAP2.11664.32.3)	ADP-ribosylation factor GTPase-activating protein 2 measurement	http://www.ebi.ac.uk/efo/EFO_0801351	http://www.ebi.ac.uk/efo/EFO_0801351	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARFGAP2_GCST90240207.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240207/harmonised/GCST90240207.h.tsv.gz		ARFGAP2_GCST90240207.filtered.tsv.gz	f85928c481d1f67c3787ceb69eca4cee1d3a69317b9171973e3a8e55951b9dc5	sha256	246601	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000149182	ARFGAP2	11	47135667	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
89	GCST90240208	GCST90240208	ADP-ribosylation factor-binding protein GGA1 levels (GGA1.13594.158.3)	ADP-ribosylation factor-binding protein GGA1 measurement	http://www.ebi.ac.uk/efo/EFO_0801352	http://www.ebi.ac.uk/efo/EFO_0801352	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/GGA1_GCST90240208.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240208/harmonised/GCST90240208.h.tsv.gz		GGA1_GCST90240208.filtered.tsv.gz	73810b775957df86ea9eb1b53e9eb7a2b65f125a4009bdaa583e4de974c6c512	sha256	287698	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000100083	GGA1	22	37608474	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
90	GCST90240209	GCST90240209	ADP-ribosylation factor-binding protein GGA3 levels (GGA3.11683.19.3)	ADP-ribosylation factor-binding protein GGA3 measurement	http://www.ebi.ac.uk/efo/EFO_0801353	http://www.ebi.ac.uk/efo/EFO_0801353	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/GGA3_GCST90240209.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240209/harmonised/GCST90240209.h.tsv.gz		GGA3_GCST90240209.filtered.tsv.gz	c6b437702c9528fea7f8302fc87aa66df1dcd3746a0ad7b4dfa03c1ed97b37d8	sha256	294539	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000125447	GGA3	17	75236595	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
91	GCST90240210	GCST90240210	ADP-ribosylation factor-like protein 1 levels (ARL1.12392.30.3)	ADP-ribosylation factor-like protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801354	http://www.ebi.ac.uk/efo/EFO_0801354	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARL1_GCST90240210.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240210/harmonised/GCST90240210.h.tsv.gz		ARL1_GCST90240210.filtered.tsv.gz	f228ca7b6c41724977e4f2c7550678fdcfda8de0749a2df489c50c863a0aa8b5	sha256	357288	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000120805	ARL1	12	101365309	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
92	GCST90240211	GCST90240211	ADP-ribosylation factor-like protein 11 levels (ARL11.12433.8.3)	ADP-ribosylation factor-like protein 11 measurement	http://www.ebi.ac.uk/efo/EFO_0801355	http://www.ebi.ac.uk/efo/EFO_0801355	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARL11_GCST90240211.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240211/harmonised/GCST90240211.h.tsv.gz		ARL11_GCST90240211.filtered.tsv.gz	c79924b40ae6f5f6eb9c06d20fac1935304ff8d01a45a75f17154fdf4f360461	sha256	386705	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000152213	ARL11	13	49628464	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
93	GCST90240212	GCST90240212	ADP-ribosylation factor-like protein 3 levels (ARL3.12571.14.3)	ADP-ribosylation factor-like protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0801356	http://www.ebi.ac.uk/efo/EFO_0801356	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ARL3_GCST90240212.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240212/harmonised/GCST90240212.h.tsv.gz		ARL3_GCST90240212.filtered.tsv.gz	8cd6ce7385d7763eb1974ccabdca2f6c19b88eceac745c132fecdc3148b73ba3	sha256	261125	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000138175	ARL3	10	102673731	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
94	GCST90240213	GCST90240213	Adrenomedullin levels (ADM.14115.34.3)	adrenomedullin measurement	http://www.ebi.ac.uk/efo/EFO_0010909	http://www.ebi.ac.uk/efo/EFO_0010909	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ADM_GCST90240213.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240213/harmonised/GCST90240213.h.tsv.gz		ADM_GCST90240213.filtered.tsv.gz	e455292c63d84060f75c105f95d32b0608a85e0d44603fe36ff275575fba207f	sha256	834983	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000148926	ADM	11	10303008	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
95	GCST90240214	GCST90240214	Adseverin levels (SCIN.12684.5.3)	adseverin measurement	http://www.ebi.ac.uk/efo/EFO_0801358	http://www.ebi.ac.uk/efo/EFO_0801358	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/SCIN_GCST90240214.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240214/harmonised/GCST90240214.h.tsv.gz		SCIN_GCST90240214.filtered.tsv.gz	ed361c067c23ed65709bdad53ab29d8df9b3970fe763be06bef82081fc2bcca7	sha256	426047	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000006747	SCIN	7	12570577	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
96	GCST90240215	GCST90240215	Advanced glycosylation end product-specific receptor, soluble levels (AGER.4125.52.2)	advanced glycosylation end product-specific receptor amount	http://purl.obolibrary.org/obo/OBA_2050267	http://purl.obolibrary.org/obo/OBA_2050267	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/AGER_GCST90240215.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240215/harmonised/GCST90240215.h.tsv.gz		AGER_GCST90240215.filtered.tsv.gz	99785beb160d60869609eb646329151ce2a654c304739f604c0540ff490f1b6b	sha256	1538913	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000204305	AGER	6	32180963	3301	plasma	SomaScan	TRUE	somascan_db_seqid	1
97	GCST90240216	GCST90240216	Aggrecan core protein levels (ACAN.3280.49.2)	aggrecan core protein measurement	http://www.ebi.ac.uk/efo/EFO_0020133	http://www.ebi.ac.uk/efo/EFO_0020133	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ACAN_GCST90240216.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240216/harmonised/GCST90240216.h.tsv.gz		ACAN_GCST90240216.filtered.tsv.gz	b7ee4ab39208152299d54cdfd01f4414f6b2c945436952a30a63d2300bab2167	sha256	116006	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000157766	ACAN	15	88803427	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
98	GCST90240217	GCST90240217	Agouti-related protein levels (AGRP.2813.11.2)	Agouti-related protein measurement	http://www.ebi.ac.uk/efo/EFO_0008016	http://www.ebi.ac.uk/efo/EFO_0008016	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/AGRP_GCST90240217.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240217/harmonised/GCST90240217.h.tsv.gz		AGRP_GCST90240217.filtered.tsv.gz	d2c7f32d6ba92f76bb3050b204756d2494217ea5fe572c4cd54bd1c7293241c8	sha256	224736	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000159723	AGRP	16	67482571	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
99	GCST90240218	GCST90240218	Agouti-signaling protein levels (ASIP.5676.54.3)	Agouti-signaling protein measurement	http://www.ebi.ac.uk/efo/EFO_0801357	http://www.ebi.ac.uk/efo/EFO_0801357	resources/data/gwas-ssf-ragged/pqtl-interval-2018/2018-sun-pilot-100/filtered/ASIP_GCST90240218.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90240001-GCST90241000/GCST90240218/harmonised/GCST90240218.h.tsv.gz		ASIP_GCST90240218.filtered.tsv.gz	668e0f92a9ab89f136ddc652097f8754dbcf4789ca44ed93c7b286b7be18bbb4	sha256	303185	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41586-018-0175-2	29875488	INTERVAL; Sun et al. 2018	European	European	source_trusted_no_af	sd		declared_standardised	sd	total	analysis_level	3301	0	0	PMID29875488	first_100_sun_2018_interval_pqtl_pilot		ENSG00000101440	ASIP	20	34194569	3301	plasma	SomaScan	FALSE	somascan_db_seqid	1
